,0
IPV,0.1374800744281773
IEG,0.12347730962848669
Fase_Num,0.1140686994498504
IDA,0.11099276692516855
Anos_No_Programa,0.0772990142859738
Nota_Por,0.0765198421001802
Instituicao_Publica,0.06690361999408913
Nota_Mat,0.06561869476849841
IPP,0.06384583177097132
IPS,0.06134259188308234
IAA,0.06001939412690667
Num_Avaliacoes,0.026887024060137245
Genero_Num,0.015545136578477916
